Date,Debt,Gold,VIX,DXY,TOTAL_NET_ASSET_VALUE,GPR,CPI
1984-06-01,1552410.3333333333,377.7,,134.33476112002418,,94.06307220458984,103.7
1984-07-01,1572267.0,347.71,,139.3076171875,,65.32867431640625,104.1
1984-08-01,1602500.0,347.7,,140.2095655358356,,71.37344360351562,104.5
1984-09-01,1632733.0,340.2,,145.73421036569695,,93.1370620727539,105.0
1984-10-01,1662966.0,341,,147.5786361694336,,93.22408294677734,105.3
1984-11-01,1678887.6666666667,342,,144.9489456979852,,92.71788787841797,105.3
1984-12-01,1694809.3333333333,319.54,,149.24650039672852,,95.19149780273438,105.3
1985-01-01,1710731.0,302.79,,152.83000110444567,,102.17337799072266,105.5
1985-02-01,1732034.0,299.1,,158.49055565728082,,117.10202026367188,106.0
1985-03-01,1753337.0,313.5,,158.27571396600632,,124.77815246582031,106.4
1985-04-01,1774640.0,326.8,,149.61090989546344,,87.92900085449219,106.9
1985-05-01,1790794.3333333333,316,,149.95500113747337,,103.26284790039062,107.3
1985-06-01,1806948.6666666667,316.5,,147.71300048828124,,148.78282165527344,107.6
1985-07-01,1823103.0,317.2,,141.00636291503906,,133.90542602539062,107.8
1985-08-01,1864049.3333333333,330.4,,137.55863744562322,,82.78410339355469,108.0
1985-09-01,1904995.6666666667,323.35,,139.57473674573396,,102.43449401855469,108.3
1985-10-01,1945942.0,325.85,,130.71636269309303,,105.99191284179688,108.7
1985-11-01,1959566.6666666667,321.5,,127.97476123628162,,94.84818267822266,109.0
1985-12-01,1973191.3333333333,321.9,,125.64409186623313,,96.4211654663086,109.3
1986-01-01,1986816.0,347.48,,123.57521720554517,,135.36074829101562,109.6
1986-02-01,2010993.6666666667,338.89,,118.67099952697754,,98.75003051757812,109.3
1986-03-01,2035171.3333333333,345.7,,115.9076185680571,,98.67667388916016,108.8
1986-04-01,2059349.0,340.44,,115.5109089938077,,148.31385803222656,108.6
1986-05-01,2081334.0,342.4,,113.3031813881614,,117.38924407958984,108.9
1986-06-01,2103319.0,342.7,,113.61666761125836,,96.29425048828125,109.5
1986-07-01,2125304.0,348.34,,110.2565221371858,,94.70178985595703,109.5
1986-08-01,2155147.6666666665,376.66,,107.36666652134487,,103.34593963623047,109.7
1986-09-01,2184991.3333333335,417.73,,107.00363644686612,,117.1078872680664,110.2
1986-10-01,2214835.0,423.51,,106.44521729842477,,96.79243469238281,110.3
1986-11-01,2225464.6666666665,397.56,,107.7369987487793,,109.77281951904297,110.4
1986-12-01,2236094.3333333335,390.92,,106.41000034498131,,89.75377655029297,110.5
1987-01-01,2246724.0,408.26,,101.03636481545188,,96.94281768798828,111.2
1987-02-01,2267581.3333333335,401.12,,99.35800018310547,,100.683349609375,111.6
1987-03-01,2288438.6666666665,408.91,,98.84999986128373,,89.60771942138672,112.1
1987-04-01,2309296.0,438.35,,96.92954496903853,,113.39408111572266,112.7
1987-05-01,2322956.3333333335,460.23,,95.9585712977818,,98.65091705322266,113.1
1987-06-01,2336616.6666666665,449.59,,97.67681815407492,,94.18240356445312,113.5
1987-07-01,2350277.0,450.52,,99.25260858950408,,98.87196350097656,113.8
1987-08-01,2377423.0,461.15,,99.37999979654948,,99.96844482421875,114.4
1987-09-01,2404569.0,460.38,,97.09409020163797,,121.16707611083984,115.0
1987-10-01,2431715.0,465.35,,96.51590832796964,,101.05858612060547,115.3
1987-11-01,2450327.0,467.57,,91.31904783703033,,96.15348815917969,115.4
1987-12-01,2468939.0,486.24,,88.59434807818869,,109.85638427734375,115.4
1988-01-01,2487551.0,476.58,,89.09380849202473,,83.20153045654297,115.7
1988-02-01,2507586.0,442.07,,91.0509523664202,,86.20614624023438,116.0
1988-03-01,2527621.0,443.61,,89.61739017652428,,110.20651245117188,116.5
1988-04-01,2547656.0,451.55,,88.90952446347191,,119.45051574707031,117.1
1988-05-01,2565831.6666666665,451.07,,89.70545473965731,,104.87347412109375,117.5
1988-06-01,2584007.3333333335,451.33,,92.48318204012784,,79.70812225341797,118.0
1988-07-01,2602183.0,437.63,,96.42380886986142,,83.43048095703125,118.5
1988-08-01,2629586.0,431.28,,98.15739142376444,,84.05416107177734,119.0
1988-09-01,2656989.0,413.46,,97.74590960415927,,74.84265899658203,119.8
1988-10-01,2684392.0,406.78,,95.11571539015998,,73.45023345947266,120.2
1988-11-01,2703227.3333333335,420.17,,91.71136370572177,,68.79841613769531,120.3
1988-12-01,2722062.6666666665,419.05,,91.83272760564631,,90.39871978759766,120.5
1989-01-01,2740898.0,404.01,,94.93227282437411,,89.24658966064453,121.1
1989-02-01,2760573.0,387.51,,95.63699989318847,,91.6185531616211,121.6
1989-03-01,2780248.0,390.15,,96.90739009691322,,87.73377227783203,122.3
1989-04-01,2799923.0,384.4,,97.133500289917,,83.57909393310547,123.1
1989-05-01,2819092.3333333335,371.05,,100.83000017249066,,103.82850646972656,123.8
1989-06-01,2838261.6666666665,367.6,,102.90954520485617,,89.46155548095703,124.1
1989-07-01,2857431.0,375.04,,99.08476220993768,,84.75310516357422,124.4
1989-08-01,2889285.3333333335,365.14,,100.4721739395805,,109.17729187011719,124.6
1989-09-01,2921139.6666666665,361.75,,101.77285766601562,,85.54584503173828,125.0
1989-10-01,2952994.0,366.88,,98.86954498291016,,69.52467346191406,125.6
1989-11-01,2985982.0,394.26,,97.84590981223367,,92.8287124633789,125.9
1989-12-01,3018970.0,409.39,,94.67809549967448,,112.55352783203125,126.1
1990-01-01,3051958.0,410.11,23.34727278622714,92.95521744437839,,81.5440444946289,127.4
1990-02-01,3082556.6666666665,416.81,23.262631767674495,92.19100151062011,,77.40721130371094,128.0
1990-03-01,3113155.3333333335,393.06,20.06227259202437,93.98681883378462,,67.5919418334961,128.7
1990-04-01,3143754.0,374.24,21.40349998474121,93.36523764474052,,81.64384460449219,128.9
1990-05-01,3173607.0,369.05,18.09772725538774,91.98173921004586,,86.40711975097656,129.2
1990-06-01,3203460.0,352.33,16.822380837940035,92.31999969482422,,79.68110656738281,129.9
1990-07-01,3233313.0,362.53,18.39285727909633,89.57227221402255,,85.78742980957031,130.4
1990-08-01,3277148.6666666665,394.73,28.175217255302098,86.48043524700662,,250.45108032226562,131.6
1990-09-01,3320984.3333333335,389.32,29.10736836885151,86.01000022888184,,188.66053771972656,132.7
1990-10-01,3364820.0,380.74,29.625652479088824,83.31434730861498,,143.85256958007812,133.5
1990-11-01,3398276.3333333335,381.73,24.885714394705637,82.00545467029919,,158.74354553222656,133.8
1990-12-01,3431732.6666666665,376.95,23.363000106811523,83.24571337018695,,153.1624298095703,133.8
1991-01-01,3465189.0,383.64,27.429091106761586,83.38217395284902,,379.2497863769531,134.6
1991-02-01,3489455.3333333335,363.83,21.598421096801758,82.03799934387207,,339.3580322265625,134.8
1991-03-01,3513721.6666666665,363.34,17.918499851226805,88.07142893473308,,148.61831665039062,135.0
1991-04-01,3537988.0,358.38,17.37272735075517,91.27636302601208,,97.760009765625,135.2
1991-05-01,3580426.3333333335,356.95,16.932272737676445,92.11869579812755,,88.56902313232422,135.6
1991-06-01,3622864.6666666665,366.72,17.13499994277954,95.09400062561035,,87.73383331298828,136.0
1991-07-01,3665303.0,367.69,17.294090964577414,95.23608696979025,,115.18467712402344,136.2
1991-08-01,3710768.0,356.31,15.681363712657582,93.38454506613992,,113.49502563476562,136.6
1991-09-01,3756233.0,348.74,16.956499767303466,91.17523774646577,,117.94219207763672,137.2
1991-10-01,3801698.0,358.69,16.36391299703847,90.65521671461022,,100.8318099975586,137.4
1991-11-01,3828228.0,360.17,17.77350010871887,87.96666681198846,,100.7423324584961,137.8
1991-12-01,3854758.0,361.73,18.347619102114724,85.4495454268022,,103.96953582763672,137.9
1992-01-01,3881288.0,354.45,17.68318167599765,85.92521766994311,,102.95763397216797,138.1
1992-02-01,3915744.0,353.91,17.47736850537752,87.97999954223633,,87.2034683227539,138.6
1992-03-01,3950200.0,344.34,17.520454623482443,90.30363672429866,,85.29731750488281,139.3
1992-04-01,3984656.0,338.62,16.562856946672714,89.77090974287553,,85.85562133789062,139.5
1992-05-01,4011311.0,337.24,15.076999950408936,88.18380955287388,,78.96814727783203,139.7
1992-06-01,4037966.0,340.81,15.203181873668324,85.81545500321822,,93.84909057617188,140.2
1992-07-01,4064621.0,352.72,13.601818214763295,82.4060874607252,,75.19676971435547,140.5
1992-08-01,4102083.6666666665,343.06,14.42190474555606,80.83428664434524,,81.64519500732422,140.9
1992-09-01,4139546.3333333335,345.43,13.696666581290108,81.72590879960494,,74.6097183227539,141.3
1992-10-01,4177009.0,344.38,17.636818278919566,84.95454545454545,,68.18277740478516,141.8
1992-11-01,4194866.0,335.02,14.424499940872192,89.92428625197638,,91.00899505615234,142.0
1992-12-01,4212723.0,334.82,12.19136363809759,90.42652196469514,,83.42096710205078,141.9
1993-01-01,4230580.0,329.01,12.408999967575074,92.25952439081101,,128.91807556152344,142.6
1993-02-01,4271036.666666667,329.31,13.721578949376157,93.77849960327148,,90.46806335449219,143.1
1993-03-01,4311493.333333333,330.08,13.606086855349334,93.54260884160581,,94.24144744873047,143.6
1993-04-01,4351950.0,342.15,12.840952419099354,90.42636316472834,,112.72166442871094,144.0
1993-05-01,4371796.333333333,367.18,13.6060001373291,90.05428568522136,,110.72975158691406,144.2
1993-06-01,4391642.666666667,371.89,12.52409081025557,91.6809099370783,,104.19525146484375,144.4
1993-07-01,4411489.0,392.19,11.500476201375326,94.38681897250089,,123.31478881835938,144.4
1993-08-01,4452888.333333333,378.84,11.928636420856822,94.15954520485617,,97.2416763305664,144.8
1993-09-01,4494287.666666667,355.28,12.931428409758068,91.9068190834739,,89.16477966308594,145.1
1993-10-01,4535687.0,364.18,11.875238100687662,93.1461900983538,,106.16590881347656,145.7
1993-11-01,4549081.0,373.83,14.083809534708658,95.35272667624734,,83.48017883300781,145.8
1993-12-01,4562475.0,383.3,11.356363556601785,95.63304403553839,,79.55179595947266,145.8
1994-01-01,4575869.0,386.88,11.290476163228353,96.41809554327102,,83.48997497558594,146.2
1994-02-01,4599180.0,381.91,13.644210464075991,95.59650039672852,,117.2420654296875,146.7
1994-03-01,4622491.0,384.13,15.223478317260742,94.22739145030145,,93.47403717041016,147.2
1994-04-01,4645802.0,377.27,16.471052671733656,94.22142900739398,,95.35697174072266,147.4
1994-05-01,4661451.333333333,381.43,13.897142818995885,92.67181812633167,,104.46678924560547,147.5
1994-06-01,4677100.666666667,385.64,13.408636353232644,91.46409052068537,,120.35224151611328,148.0
1994-07-01,4692750.0,385.49,12.48449993133545,89.1009521484375,,99.6402359008789,148.4
1994-08-01,4728550.0,380.36,11.889130467953889,89.10956540315047,,98.2270278930664,149.0
1994-09-01,4764350.0,391.58,13.23333336058117,87.97499916770242,,98.89848327636719,149.4
1994-10-01,4800150.0,389.77,15.245238031659808,86.5528571719215,,94.85363006591797,149.5
1994-11-01,4821472.0,384.39,16.38380949837821,87.70681762695312,,86.5298080444336,149.7
1994-12-01,4842794.0,379.29,14.177142824445452,89.49818108298562,,96.04750061035156,149.7
1995-01-01,4864116.0,378.55,12.274285679771786,88.17045454545455,,80.15467834472656,150.3
1995-02-01,4893201.333333333,376.64,11.470000016061883,87.10750045776368,,76.87532806396484,150.9
1995-03-01,4922286.666666667,382.12,12.166521735813307,83.53217481530231,,82.24444580078125,151.4
1995-04-01,4951372.0,391.03,12.442631570916427,81.62000007629395,,99.19087982177734,151.9
1995-05-01,4958909.0,385.22,12.265909194946289,82.57782645847486,,87.842529296875,152.2
1995-06-01,4966446.0,387.56,11.89681811766191,82.07954614812678,,104.60775756835938,152.5
1995-07-01,4973983.0,386.23,12.514000129699706,81.73142932710194,,107.64541625976562,152.5
1995-08-01,4978877.0,383.67,12.79826085463814,84.48913109820822,,106.93478393554688,152.9
1995-09-01,4983771.0,383.06,12.057000017166137,85.56666673932757,,71.20516967773438,153.2
1995-10-01,4988665.0,383.14,14.357272711667148,83.9490914778276,,67.74150085449219,153.7
