iteration,a,b,c,quality
353,580555710398.0381,0.07217163811634908,-271597937404.18164,2.3594518101929926e+25
354,580555710398.0381,0.07217163821300113,-271597937404.18164,2.3594518101930098e+25
355,580555710398.0381,0.07217163822537657,-271597937404.18164,2.359451810192995e+25
356,580555710398.0381,0.07217163814469096,-271597937404.18164,2.359451810192998e+25
357,580555710398.0381,0.0721716380907168,-271597937404.18164,2.359451810193003e+25
358,580555710398.0381,0.07217163813506977,-271597937404.18164,2.3594518101929917e+25
359,580555710398.0381,0.07217163820713156,-271597937404.18164,2.3594518101930016e+25
360,580555710398.0381,0.07217163820481051,-271597937404.18164,2.359451810192993e+25
361,580555710398.0381,0.0721716381385301,-271597937404.18164,2.359451810192995e+25
362,580555710398.0381,0.07217163810622691,-271597937404.18164,2.3594518101929995e+25
363,580555710398.0381,0.07217163814938476,-271597937404.18164,2.3594518101929913e+25
364,580555710398.0381,0.0721716382007547,-271597937404.18164,2.359451810192995e+25
365,580555710398.0381,0.07217163818809375,-271597937404.18164,2.3594518101929926e+25
366,580555710398.0381,0.07217163813525404,-271597937404.18164,2.3594518101929947e+25
367,580555710398.0381,0.07217163811986574,-271597937404.18164,2.3594518101929904e+25
368,580555710398.0381,0.0721716381598008,-271597937404.18164,2.359451810192998e+25
369,580555710398.0381,0.07217163819378371,-271597937404.18164,2.3594518101929926e+25
370,580555710398.0381,0.07217163817474245,-271597937404.18164,2.3594518101929917e+25
371,580555710398.0381,0.07217163813456715,-271597937404.18164,2.359451810192997e+25
372,580555710398.0381,0.07217163813182445,-271597937404.18164,2.3594518101929965e+25
373,580555710398.0381,0.0721716381667441,-271597937404.18164,2.3594518101929917e+25
374,580555710398.0381,0.07217163818638925,-271597937404.18164,2.3594518101929926e+25
375,580555710398.0381,0.07217163816447497,-271597937404.18164,2.3594518101929904e+25
376,580555710398.0381,0.07217163813606257,-271597937404.18164,2.359451810192995e+25
377,580555710398.0381,0.07217163814207225,-271597937404.18164,2.3594518101929995e+25
378,580555710398.0381,0.07217163817062526,-271597937404.18164,2.3594518101929917e+25
379,580555710398.0381,0.07217163817891446,-271597937404.18164,2.3594518101929935e+25
380,580555710398.0381,0.07217163815709807,-271597937404.18164,2.359451810192992e+25
381,580555710398.0381,0.07217163813923348,-271597937404.18164,2.3594518101929935e+25
382,580555710398.0381,0.07217163815047034,-271597937404.18164,2.35945181019299e+25
383,580555710398.0381,0.07217163817189517,-271597937404.18164,2.359451810192996e+25
384,580555710398.0381,0.07217163817179943,-271597937404.18164,2.359451810192992e+25
385,580555710398.0381,0.07217163815241183,-271597937404.18164,2.359451810192991e+25
386,580555710398.0381,0.07217163814349194,-271597937404.18164,2.3594518101929943e+25
387,580555710398.0381,0.07217163815687179,-271597937404.18164,2.3594518101929947e+25
388,580555710398.0381,0.07217163817108,-271597937404.18164,2.3594518101929926e+25
389,580555710398.0381,0.07217163816550498,-271597937404.18164,2.359451810192995e+25
390,580555710398.0381,0.0721716381501382,-271597937404.18164,2.359451810192991e+25
391,580555710398.0381,0.0721716381482056,-271597937404.18164,2.3594518101929904e+25
392,580555710398.0381,0.07217163816120682,-271597937404.18164,2.359451810192994e+25
393,580555710398.0381,0.07217163816878654,-271597937404.18164,2.3594518101929926e+25
394,580555710398.0381,0.07217163816043418,-271597937404.18164,2.359451810192992e+25
395,580555710398.0381,0.07217163814988034,-271597937404.18164,2.359451810192991e+25
396,580555710398.0381,0.0721716381527549,-271597937404.18164,2.3594518101929887e+25
397,580555710398.0381,0.0721716381635468,-271597937404.18164,2.3594518101929965e+25
398,580555710398.0381,0.07217163816567433,-271597937404.18164,2.3594518101929874e+25
399,580555710398.0381,0.07217163815685824,-271597937404.18164,2.359451810192988e+25
400,580555710398.0381,0.07217163815111914,-271597937404.18164,2.3594518101929913e+25
401,580555710398.0381,0.07217163815660478,-271597937404.18164,2.359451810192996e+25
402,580555710398.0381,0.0721716381641371,-271597937404.18164,2.3594518101929913e+25
403,580555710398.0381,0.07217163816239709,-271597937404.18164,2.359451810192994e+25
404,580555710398.0381,0.07217163815485943,-271597937404.18164,2.359451810192988e+25
405,580555710398.0381,0.0721716381532495,-271597937404.18164,2.359451810192989e+25
406,580555710398.0381,0.07217163815937805,-271597937404.18164,2.3594518101929904e+25
407,580555710398.0381,0.07217163816339008,-271597937404.18164,2.3594518101929956e+25
408,580555710398.0381,0.07217163815952399,-271597937404.18164,2.359451810192989e+25
