DXY	Low	High
117.76363684914328	0.0	0.9569280372604727
118.96650123596191	0.0	0.0
117.93600044250488	0.0	0.9631000034041849
116.88272718949752	0.0	0.9253845744620575
113.37217380689538	0.0	0.7996792778820533
109.6504997253418	0.0	0.6664142073338221
105.9573918218198	0.0	0.5341720296147987
107.3899997364391	0.0	0.5854706094006995
107.3029998779297	0.0	0.5823553333104564
107.53043531334919	0.0	0.5904993025786343
105.67523847307477	0.0	0.5240687306418189
104.23285747709728	0.0	0.4724201980260537
100.82762037004743	0.0	0.35048604867275496
99.85894735235917	0.0	0.31579997052307807
99.7509522210984	0.0	0.3119328992882096
99.4047619047619	0.0	0.29953657550522
94.43571472167969	0.0	0.12160578175486764
93.5414294288272	0.0	0.08958336656463604
95.6369569197945	0.0	0.1646196574380542
97.22857266380673	0.0	0.2216119624501373
95.81909040971236	0.0	0.17114146237078678
92.07608728823455	0.0	0.03711264519994869
91.93789472078022	0.0	0.03216426932192064
88.40454448353161	0.13925525368483999	0.0
86.44142841157459	0.24299851708337875	0.0
86.34749870300293	0.24796234710672724	0.0
88.45782570216967	0.13643954269437714	0.0
89.83619072323754	0.06359816184957358	0.0
90.54899940490722	0.025928917594696718	0.0
89.15500016645952	0.09959650772729339	0.0
88.33636370572177	0.1428583500539673	0.0
88.87590928511186	0.11434540578247378	0.0
88.65545515580611	0.12599557315187562	0.0
86.87809426443917	0.21992237745108634	0.0
83.598182331432	0.39325332433226673	0.0
81.56913027556047	0.5004810552283723	0.0
83.11190468924386	0.41895125948698914	0.0
83.72349967956544	0.38663077621016156	0.0
82.83636335893111	0.43351257718804714	0.0
84.26714288620721	0.35790128782833613	0.0
85.62809499104817	0.2859801137815256	0.0
88.44227253306995	0.13726146888694582	0.0
89.69666617257255	0.07097150691916529	0.0
87.94086987039317	0.16375870419863603	0.0
88.08000001453217	0.1564062020230004	0.0
89.72190420968192	0.06963777206318714	0.0
91.49190557570685	0.0	0.016194366106446836
90.91619037446522	0.006524262915034951	0.0
89.03099975585937	0.10614946067907362	0.0
90.3526322214227	0.03630618093132452	0.0
89.96695642885955	0.056687688630169826	0.0
88.409473619963	0.13899476745764566	0.0
84.85727240822531	0.32671517340722295	0.0
