CPI	Low	High
153.6	0.5494629238410949	0.14804598382023146
153.5	0.5500572999310142	0.14753642670657394
154.4	0.5447079151217395	0.15212244072949205
154.9	0.5417360346721426	0.1546702262977799
155.7	0.5369810259527875	0.15874668320704033
156.3	0.5334147694132709	0.16180402588898585
156.6	0.5316316411435128	0.16333269722995847
156.7	0.5310372650535935	0.16384225434361602
157.0	0.5292541367838351	0.16537092568458875
157.3	0.5274710085140769	0.1668995970255615
157.8	0.52449912806448	0.16944738259384937
158.3	0.5215272476148829	0.1719951681621372
158.6	0.5197441193451249	0.1735238395031098
158.6	0.5197441193451249	0.1735238395031098
159.1	0.5167722388955278	0.17607162507139762
159.6	0.5138003584459309	0.17861941063968548
160.0	0.5114228540862532	0.18065763909431576
160.2	0.5102341019064145	0.18167675332163083
160.1	0.5108284779963338	0.1811671962079733
160.3	0.509639725816495	0.18218631043528852
160.5	0.5084509736366561	0.1832054246626036
160.8	0.5066678453668979	0.18473409600357635
161.2	0.5042903410072205	0.1867723244582065
161.6	0.5019128366475428	0.1888105529128368
161.5	0.5025072127374622	0.18830099579917925
161.3	0.503695964917301	0.18728188157186418
161.6	0.5019128366475428	0.1888105529128368
161.9	0.5001297083777846	0.19033922425380956
162.2	0.49834658010802646	0.19186789559478218
162.5	0.49656345183826817	0.1933965669357549
162.8	0.4947803235685099	0.19492523827672767
163.0	0.4935915713886712	0.19594435250404277
163.2	0.49240281920883244	0.19696346673135784
163.4	0.49121406702899356	0.19798258095867305
163.6	0.49002531484915485	0.19900169518598812
164.0	0.4876478104894772	0.20103992364061843
164.0	0.4876478104894772	0.20103992364061843
163.9	0.48824218657939655	0.20053036652696088
164.3	0.4858646822197189	0.2025685949815912
164.5	0.4846759300398802	0.20358770920890626
165.0	0.4817040495902832	0.2061354947771941
166.2	0.47457153651125045	0.21225018014108482
166.2	0.47457153651125045	0.21225018014108482
166.2	0.47457153651125045	0.21225018014108482
166.7	0.47159965606165344	0.21479796570937265
167.1	0.46922215170197584	0.21683619416400296
167.9	0.46446714298262054	0.22091265107326355
168.2	0.46268401471286247	0.22244132241423617
168.3	0.46208963862294294	0.22295087952789383
168.3	0.46208963862294294	0.22295087952789383
168.8	0.45911775817334594	0.22549866509618166
169.8	0.4531739972741519	0.23059423623275735
171.2	0.44485273201528047	0.23772803582396315
171.3	0.4442583559253609	0.23823759293762084
171.5	0.4430696037455222	0.2392567071649359
172.4	0.4377202189362476	0.24384272118785405
172.8	0.4353427145765699	0.24588094964248433
172.8	0.4353427145765699	0.24588094964248433
173.7	0.42999332976729543	0.25046696366540233
174.0	0.4282102014975372	0.25199563500637506
174.1	0.42761582540761783	0.25250519212003264
174.0	0.4282102014975372	0.25199563500637506
175.1	0.4216720645084238	0.2576007632566083
175.8	0.4175114318789879	0.26116766305221134
176.2	0.41513392751931044	0.2632058915068415
176.9	0.41097329488987455	0.2667727913024445
177.7	0.40621828617051947	0.270849248211705
178.0	0.4044351579007612	0.27237791955267776
177.5	0.4074070383503582	0.26983013398438993
177.5	0.4074070383503582	0.26983013398438993
178.3	0.4026520296310029	0.2739065908936505
177.7	0.40621828617051947	0.270849248211705
177.4	0.40800141444027754	0.26932057687073235
176.7	0.41216204706971343	0.2657536770751293
177.1	0.40978454271003584	0.2677919055297596
177.8	0.4056239100805999	0.27135880532536266
178.8	0.39968014918140593	0.2764543764619383
179.8	0.3937363882822119	0.281549947598514
179.8	0.3937363882822119	0.281549947598514
179.9	0.39314201219229256	0.28205950471217156
180.1	0.3919532600124538	0.2830786189394866
180.7	0.3883870034729374	0.28613596162143196
181.0	0.3866038752031792	0.28766463296240474
181.3	0.3848207469334209	0.2891933043033775
181.3	0.3848207469334209	0.2891933043033775
180.9	0.38719825129309854	0.2871550758487472
181.7	0.38244324257374346	0.29123153275800767
183.1	0.3741219773148718	0.2983653323492136
184.2	0.3675838403257584	0.3039704605994468
183.8	0.3699613446854359	0.3019322321448167
183.5	0.3717444729551942	0.3004035608038439
183.7	0.3705557207753554	0.301422675031159
183.9	0.36936696859551654	0.3024417892584742
184.6	0.3652063359660808	0.30600868905407713
185.2	0.36164007942656445	0.3090660317360225
185.0	0.36282883160640317	0.3080469175087074
184.5	0.3658007120560002	0.30549913194041955
184.3	0.3669894642358389	0.3044800177131045
185.2	0.36164007942656445	0.3090660317360225
186.2	0.35569631852737044	0.31416160287259814
187.4	0.34856380544833754	0.320276288236489
188.0	0.34499754890882117	0.3233336309184344
189.1	0.3384594119197078	0.3289387591686676
189.7	0.33489315538019143	0.33199610185061296
189.4	0.33667628364994956	0.33046743050964034
189.5	0.33608190756003015	0.3309769876232979
189.9	0.33370440320035255	0.33301521607792817
190.9	0.32776064230115853	0.3381107872145039
191.0	0.3271662662112392	0.3386203443281614
190.3	0.3313268988406749	0.3350534445325585
190.7	0.3289493944809974	0.3370916729871886
191.8	0.3224112574918839	0.34269680123742197
193.3	0.3134956161430929	0.35034015794228546
194.6	0.3057687269741408	0.35696440041983374
194.4	0.30695747915397953	0.3559452861925187
194.5	0.30636310306406017	0.3564548433061762
195.4	0.3010137182547855	0.36104085732909436
196.4	0.29506995735559155	0.36613642846567
198.8	0.28080493119752586	0.37836579919345165
199.2	0.27842742683784844	0.3804040276480818
197.6	0.2879374442765588	0.3722511138295608
196.8	0.2926924529959139	0.3681746569203003
198.3	0.2837768116471229	0.3758180136251638
198.7	0.28139930728744544	0.37785624207979396
199.8	0.2748611702983319	0.3834613703300273
201.5	0.26475677676970216	0.3921238412622059
202.5	0.25881301587050815	0.39721941239878156
202.9	0.2564355115108305	0.39925764085341187
203.5	0.25286925497131413	0.4023149835353572
203.9	0.25049175061163653	0.4043532119899875
202.9	0.2564355115108305	0.39925764085341187
201.8	0.26297364849994387	0.39365251260317863
201.5	0.26475677676970216	0.3921238412622059
201.8	0.26297364849994387	0.39365251260317863
202.416	0.2593122917860405	0.3967913844233092
203.499	0.25287519873221337	0.4023098879642206
205.352	0.24186140978600684	0.4117519812802954
206.686	0.233932432746482	0.41854947317648733
207.949	0.22642546273079997	0.4249851795219824
208.352	0.22403012708842485	0.42703869469002237
208.299	0.2243451464160821	0.4267686294197839
207.917	0.22661566307957423	0.4248221212456119
208.49	0.22320988808433603	0.4277418835068698
208.936	0.22055897072329553	0.43001450823378257
210.177	0.21318276344739584	0.4363381120142729
210.036	0.21402083373418215	0.43561963648401575
211.08	0.20781554735542354	0.44093941275060083
211.693	0.20417202192421763	0.44406299785732173
213.528	0.19326522067419677	0.45341337089293793
214.823	0.18556805030974044	0.4600121355148035
216.632	0.1748157868430985	0.46923002370086886
218.815	0.16184055680015805	0.48035365549201353
219.964	0.15501117552698412	0.486208466727939
219.086	0.16022979759647638	0.4817345552700256
218.783	0.1620307571489323	0.48019059721564306
216.573	0.17516646873615094	0.46892938500381093
212.425	0.19982118894600762	0.4477929559292951
210.228	0.21287963164153687	0.4365979861422383
211.143	0.2074410904187744	0.441260433732205
212.193	0.20120014147462062	0.44661078342560956
212.709	0.1981331608506366	0.44924009813208254
213.24	0.19497702381316454	0.45194584640560426
213.856	0.19131566709926112	0.45508471822573476
215.693	0.18039697832744161	0.46444528240362437
215.351	0.18242974455496605	0.4627025970749154
215.834	0.17955890804065533	0.4651637579338815
215.969	0.17875650031926418	0.46585166003731915
216.177	0.17752019805223185	0.4669115388337269
216.33	0.17661080263465503	0.46769116121762305
215.949	0.17887537553724797	0.46574974861458773
216.687	0.1744888799936428	0.4695102801133806
216.741	0.17416791690508632	0.46978544095475566
217.631	0.16887796970480373	0.4743204992663079
218.009	0.1666312280849085	0.47624662515593347
218.178	0.16562673249294463	0.4771077766780148
217.965	0.16689275356447292	0.4760224200259242
218.011	0.16661934056311004	0.47625681629820665
218.312	0.16483026853245253	0.47779058321031603
218.439	0.164075410898255	0.47843772074466107
218.711	0.16245870793367412	0.47982371609380975
218.803	0.16191188193094838	0.48029250863837464
219.179	0.1596770278328514	0.4822084433857271
220.223	0.15347174145409279	0.48752821965231213
221.309	0.1470168171175682	0.49306200990663324
223.467	0.13419018109710745	0.5040582524193636
224.906	0.12563710916316734	0.511390779284896
225.964	0.11934861013182012	0.516781893547393
225.722	0.12078700026942502	0.5155487653323417
225.922	0.11959824808958629	0.5165678795596568
226.545	0.11589528504938848	0.5197424203777433
226.889	0.1138506313000656	0.5214952968487255
226.421	0.1166323114008885	0.519110569556808
226.23	0.11776756973263457	0.5181373154697221
225.672	0.12108418831438478	0.5152939867755129
226.665	0.11518203374148517	0.5203538889141325
227.663	0.10925016036408944	0.5254392689084351
229.392	0.0989733977693831	0.5342495114035744
230.085	0.0948543714662416	0.5377807422012213
229.815	0.09645918690902404	0.5364049379943459
229.478	0.09846223433205234	0.5346877305213199
229.104	0.10068520090835087	0.5327819869162407
230.379	0.09310690576187866	0.5392788401153745
231.407	0.08699671955750711	0.5445170872437743
231.317	0.08753165803843459	0.5440584858414825
230.221	0.09404601998395123	0.5384737398757956
229.601	0.09773115174145154	0.5353144857711186
230.28	0.0936953380908988	0.5387743785728536
232.166	0.08248540503501894	0.5483846257364352
232.773	0.07887754216920818	0.5514776374163367
232.531	0.08031593230681308	0.5502445092012854
232.945	0.07785521529454684	0.5523540756518277
233.504	0.0745326529518974	0.5552024999171734
233.596	0.07398582694917148	0.5556712924617385
233.877	0.07231563013649793	0.5571031479511163
234.149	0.07069892717191721	0.5584891433002648
233.546	0.07428301499413124	0.5554165139049096
233.069	0.07711818894304681	0.552985926472763
233.049	0.07723706416103059	0.5528840150500316
233.916	0.07208382346142944	0.5573018752254426
234.781	0.06694247028362657	0.5617095442585807
236.293	0.057955503804045246	0.569414047817083
237.072	0.05332531406357314	0.5733834977324754
237.9	0.04840388003904049	0.5776026306335601
238.343	0.045770793960697644	0.5798599686470631
238.25	0.04632356372432262	0.5793860805313616
237.852	0.04868918056220181	0.5773580432190045
238.031	0.04762524736124607	0.5782701504524516
237.433	0.05117961637896416	0.5752229989127793
236.151	0.058799517851730765	0.5686904767156893
234.812	0.06675821369575152	0.5618675069638145
233.707	0.073326069489361	0.5562369008578983
234.722	0.067293152176679	0.5614089055615227
236.119	0.05898971820050504	0.5685274184393189
236.599	0.05613671296889198	0.5709732925848752
237.805	0.048968537324463914	0.5771185513755854
238.638	0.04401738449543532	0.581363162132353
238.654	0.04392228432104826	0.5814446912705381
238.316	0.045931275504975805	0.5797223882263756
237.945	0.048136410798576834	0.577831931334706
237.838	0.048772393214790585	0.5772867052230924
237.336	0.05175616118618586	0.5747287285125315
236.525	0.056576551275432235	0.5705962203207686
236.916	0.05425254076384744	0.5725885886351696
237.111	0.05309350738850465	0.5735822250068019
238.132	0.047024927510427486	0.5787848031372457
239.261	0.04031442145523751	0.5845377029504396
240.229	0.034560860904817615	0.589470215810645
241.018	0.02987123355535362	0.593490621437403
240.628	0.03218930030603937	0.5915033486941385
240.849	0.030875729147317475	0.5926294699153217
241.428	0.027434291586684104	0.5955798056033991
241.729	0.02564521955602661	0.5971135725155085
241.353	0.027880073654123583	0.5951976377681559
241.432	0.02741051654308738	0.5956001878879453
242.839	0.01904764495792136	0.6027696564771073
243.603	0.014506611630937083	0.6066626728254512
243.801	0.013329746972896794	0.607671595910493
244.524	0.009032407842779453	0.6113556938422373
244.733	0.007790161814847888	0.6124206682097817
244.955	0.00647064689522677	0.6135518850021014
244.786	0.007475142487190623	0.6126907334800201
245.519	0.003118365748081396	0.6164257871231301
246.819	0.0	0.6230500296006785
246.663	0.0	0.6222551205033727
246.669	0.0	0.6222856939301922
246.524	0.0	0.6215468361153886
247.867	0.0	0.6283901881518097
248.991	0.0	0.6341176101093209
249.554	0.0	0.636986416659213
250.546	0.0	0.642041223226696
251.588	0.0	0.6473508083510078
251.989	0.0	0.6493941323767747
252.006	0.0	0.6494807570860964
252.146	0.0	0.650194137045217
252.439	0.0	0.6516871393882336
252.885	0.0	0.6539597641151464
252.038	0.0	0.649643815362467
251.233	0.0	0.6455418805975235
251.712	0.0	0.6479826591719432
252.776	0.0	0.6534043468612598
254.202	0.0	0.6606706313020166
255.548	0.0	0.6675292700518475
256.092	0.0	0.6703012607501445
256.143	0.0	0.6705611348781099
256.571	0.0	0.6727420393245646
256.558	0.0	0.6726757968997888
256.759	0.0	0.6737000066982407
257.346	0.0	0.6766911069554106
257.208	0.0	0.6759879181385632
256.974	0.0	0.6747955544926043
257.971	0.0	0.6798758389157703
258.678	0.0	0.6834784077093293
258.115	0.0	0.6806096011594372
256.389	0.0	0.6718146453777076
256.394	0.0	0.6718401232333905
257.797	0.0	0.6789892095380062
259.101	0.0	0.6856338343001008
259.918	0.0	0.6897969159186832
260.28	0.0	0.6916415126701234
260.388	0.0	0.6921918343528736
260.229	0.0	0.6913816385421581
260.474	0.0	0.6926300534706191
261.582	0.0	0.698275946289945
263.014	0.0	0.7055728041575214
264.877	0.0	0.7150658531849619
267.054	0.0	0.7261589115492869
269.195	0.0	0.7370685293526955
271.696	0.0	0.7498125527652715
273.003	0.0	0.7564724642407756
273.567	0.0	0.7593463663618044
274.31	0.0	0.7631323757162801
276.589	0.0	0.774745182336536
277.948	0.0	0.7816700635111423
278.802	0.0	0.7860216812617781
281.148	0.0	0.7979758911481847
283.716	0.0	0.8110613178269108
287.504	0.0	0.8303633412922595
289.109	0.0	0.8385417329664633
292.296	0.0	0.8547813181787299
296.311	0.0	0.8752400362920812
296.276	0.0	0.8750616913023013
296.171	0.0	0.8745266563329607
296.808	0.0	0.8777725351469594
298.012	0.0	0.8839076027953965
297.711	0.0	0.8823738358832873
296.797	0.0	0.8777164838644572
299.17	0.0	0.8898082741715513
300.84	0.0	0.8983178779696324
301.836	0.0	0.903393066821662
303.363	0.0	0.9111740039472129
304.127	0.0	0.9150670202955568
305.109	0.0	0.920070871151674
305.691	0.0	0.923036493553161
307.026	0.0	0.9298390810204896
307.789	0.0	0.9337270017976967
307.671	0.0	0.9331257244035809
307.051	0.0	0.9299664702989039
306.746	0.0	0.9284123211022483
308.417	0.0	0.9369270204714661
310.326	0.0	0.9466544657711894
312.332	0.0	0.95687618147116
313.548	0.0	0.9630723959732361
314.069	0.0	0.9657271885353921
314.175	0.0	0.966267319075869
314.54	0.0	0.9681272025407193
314.796	0.0	0.9694316687516824
315.301	0.0	0.9720049321756532
315.664	0.0	0.9738546244982301
315.493	0.0	0.9729832818338757
315.605	0.0	0.9735539858011724
317.671	0.0	0.9840814357693375
319.082	0.0	0.9912712866430458
319.799	0.0	0.9949248111479705
320.795	0.0	0.0
