TOTAL_NET_ASSET_VALUE	Low	High
414.6433333333333	1.0	0.0
447.428	1.0	0.0
451.451	0.9952239853189168	0.0047760146810831875
471.2247368421053	0.9074139830336891	0.09258601696631087
480.36590909090904	0.866820423886694	0.13317957611330594
493.89799999999997	0.8067279414621797	0.19327205853782028
477.70863636363634	0.8786206782401067	0.1213793217598933
472.537619047619	0.9015838159597089	0.09841618404029108
486.50999999999993	0.8395361204150759	0.16046387958492414
511.31608695652176	0.7293787652457924	0.2706212347542077
564.5747368421053	0.49287100722794497	0.507128992772055
589.8017391304348	0.3808444769733926	0.6191555230266074
595.8525	0.35397462783832584	0.6460253721616741
615.1215	0.2684060300793447	0.7315939699206553
634.04	0.18439391130290153	0.8156060886970985
633.233	0.18797758759079913	0.8120224124092008
647.298	0.1255185950390282	0.8744814049609718
627.1931818181819	0.21479884310677672	0.7852011568932233
587.7752380952381	0.3898436389402256	0.6101563610597743
612.2428571428571	0.28118933137856206	0.7188106686214379
678.3786363636364	0.0	1.0
657.2438095238094	0.08135185184891493	0.9186481481510851
667.7904761904762	0.03451685897445023	0.9654831410255498
755.1186956521739	0.0	1.0
751.2942105263159	0.0	1.0
767.7540909090909	0.0	1.0
805.707	0.0	1.0
958.1626315789474	0.0	1.0
1075.115909090909	0.0	1.0
1116.434761904762	0.0	1.0
1108.347	0.0	1.0
1130.8272727272727	0.0	1.0
1097.02	0.0	1.0
1066.42	0.0	1.0
1085.0214285714287	0.0	1.0
1106.033181818182	0.0	1.0
1115.913	0.0	1.0
1126.5172727272727	0.0	1.0
1116.2936842105264	0.0	1.0
1107.8278947368422	0.0	1.0
1118.1060869565217	0.0	1.0
1141.6290476190475	0.0	1.0
1213.901	0.0	1.0
1303.0295454545455	0.0	1.0
1307.547619047619	0.0	1.0
1291.1495454545454	0.0	1.0
1299.162380952381	0.0	1.0
1296.6085714285714	0.0	1.0
1289.7071428571428	0.0	1.0
1290.7109090909091	0.0	1.0
1257.155	0.0	1.0
1223.0842105263157	0.0	1.0
1214.5834782608695	0.0	1.0
1221.7595000000001	0.0	1.0
1205.8590476190477	0.0	1.0
1208.1013636363637	0.0	1.0
1231.35	0.0	1.0
1267.3078260869565	0.0	1.0
1241.692380952381	0.0	1.0
1232.3495238095238	0.0	1.0
1274.897619047619	0.0	1.0
1279.921904761905	0.0	1.0
1257.3809999999999	0.0	1.0
1280.25	0.0	1.0
1290.7677272727271	0.0	1.0
1284.953	0.0	1.0
1274.3563636363635	0.0	1.0
1278.019523809524	0.0	1.0
1264.2147619047619	0.0	1.0
1269.6834782608696	0.0	1.0
1305.21	0.0	1.0
1334.714761904762	0.0	1.0
1340.507619047619	0.0	1.0
1351.1264999999999	0.0	0.0
1335.5414285714285	0.0	1.0
1307.43	0.0	1.0
1232.483	0.0	1.0
1149.6086363636364	0.0	1.0
1039.9445454545455	0.0	1.0
996.9475	0.0	1.0
939.6118181818182	0.0	1.0
915.6568181818183	0.0	1.0
913.1225000000001	0.0	1.0
886.2913043478261	0.0	1.0
860.9590000000001	0.0	1.0
821.07	0.0	1.0
792.8719047619048	0.0	1.0
799.521052631579	0.0	1.0
812.3242857142858	0.0	1.0
800.6871428571428	0.0	1.0
782.0104761904762	0.0	1.0
785.6266666666667	0.0	1.0
802.0295454545455	0.0	1.0
797.5061904761906	0.0	1.0
781.8557142857144	0.0	1.0
756.018695652174	0.0	1.0
725.0831578947368	0.0	1.0
719.2363636363635	0.0	1.0
727.3385000000001	0.0	1.0
770.478947368421	0.0	1.0
749.3868181818181	0.0	1.0
737.7604761904762	0.0	1.0
725.6435	0.0	1.0
706.9836363636364	0.0	1.0
696.6272727272727	0.0	1.0
674.1814285714287	0.006136308163171589	0.9938636918368284
680.23	0.0	1.0
692.6313636363637	0.0	1.0
664.929	0.04722392758931137	0.9527760724106886
640.1436363636363	0.1572892559047443	0.8427107440952557
656.6	0.08421084184197365	0.9157891581580263
720.8534999999999	0.0	1.0
805.0259090909091	0.0	1.0
810.3509523809523	0.0	1.0
850.5590476190476	0.0	1.0
906.3781818181818	0.0	1.0
965.8715	0.0	1.0
962.8247826086957	0.0	1.0
944.3104761904763	0.0	1.0
955.2319047619047	0.0	1.0
923.0157142857144	0.0	1.0
844.067619047619	0.0	1.0
806.1220000000001	0.0	1.0
833.6815789473685	0.0	1.0
835.2039130434782	0.0	1.0
847.4978947368421	0.0	1.0
850.9072727272727	0.0	1.0
856.0604545454545	0.0	1.0
819.674	0.0	1.0
797.1882608695652	0.0	1.0
846.348	0.0	1.0
854.0563636363637	0.0	1.0
843.4161904761905	0.0	1.0
840.7879999999999	0.0	1.0
838.9909523809524	0.0	1.0
828.78	0.0	1.0
840.7300000000001	0.0	1.0
863.515238095238	0.0	1.0
857.3459090909091	0.0	1.0
828.0157142857144	0.0	1.0
799.6176190476191	0.0	1.0
775.8052173913044	0.0	1.0
743.6647368421052	0.0	1.0
743.6469565217392	0.0	1.0
760.0452380952381	0.0	1.0
769.1625	0.0	1.0
804.9366666666666	0.0	1.0
797.9263157894737	0.0	1.0
775.047619047619	0.0	1.0
755.6790476190477	0.0	1.0
738.9013636363636	0.0	1.0
771.5845	0.0	1.0
809.3168181818182	0.0	1.0
850.0722727272728	0.0	1.0
894.722	0.0	1.0
920.6882608695653	0.0	1.0
900.4594999999999	0.0	1.0
887.562380952381	0.0	1.0
892.3766666666667	0.0	1.0
925.5431578947369	0.0	1.0
942.2886363636363	0.0	1.0
1018.0414285714285	0.0	1.0
1098.8955	0.0	1.0
1146.8463636363635	0.0	1.0
1214.3586363636364	0.0	1.0
1254.5214285714287	0.0	1.0
1258.0714285714287	0.0	1.0
1270.0681818181818	0.0	1.0
1230.1275	0.0	1.0
1175.01	0.0	1.0
1175.492105263158	0.0	1.0
1135.6168421052632	0.0	1.0
1055.4713043478262	0.0	1.0
1023.8442857142857	0.0	1.0
1031.7525	0.0	1.0
1044.4740909090908	0.0	1.0
1033.377619047619	0.0	1.0
1016.0227272727273	0.0	1.0
997.1885714285714	0.0	1.0
982.6190476190476	0.0	1.0
981.3409523809523	0.0	1.0
979.6568181818183	0.0	1.0
990.141	0.0	1.0
1020.0294736842106	0.0	1.0
1072.6821739130435	0.0	1.0
1096.592	0.0	1.0
1069.067142857143	0.0	1.0
1064.0319047619046	0.0	1.0
1015.2295	0.0	1.0
991.3769565217391	0.0	1.0
957.3052380952381	0.0	1.0
936.5380952380953	0.0	1.0
908.674761904762	0.0	1.0
911.7690476190477	0.0	1.0
915.4065	0.0	1.0
919.5047368421052	0.0	1.0
917.5352173913044	0.0	1.0
928.8052631578947	0.0	1.0
936.5422727272727	0.0	1.0
931.3761904761906	0.0	1.0
915.7805000000001	0.0	1.0
895.2017391304347	0.0	1.0
880.8115	0.0	1.0
861.5781818181819	0.0	1.0
873.2538095238094	0.0	1.0
879.1969999999999	0.0	1.0
863.2699999999999	0.0	1.0
837.6025	0.0	1.0
826.0225	0.0	1.0
830.1936363636364	0.0	1.0
832.9890909090908	0.0	1.0
830.7447368421052	0.0	1.0
838.5059090909091	0.0	1.0
851.8695454545455	0.0	1.0
870.115	0.0	1.0
884.3226086956521	0.0	1.0
877.225	0.0	1.0
870.6285714285715	0.0	1.0
868.943	0.0	1.0
880.5868421052633	0.0	1.0
911.4952380952382	0.0	1.0
944.2504761904761	0.0	1.0
