Debt_poly_deriv	Low	High
985515.9704340621	0.4052390229938855	0.16571336273734957
1008937.2793678193	0.4031920996381383	0.16689179884650754
1032743.7678119167	0.4011149628295987	0.16809647312245093
1056938.9906944707	0.39900754229093066	0.1693279176606144
1081526.5105571598	0.3968697783488268	0.17058667574433983
1106509.8974388093	0.3947016223269799	0.17187330203418166
1131892.728828825	0.3925030369389901	0.17318836275859623
1157678.5895274952	0.3902739966950186	0.1745324358971383
1183871.0718788207	0.38801448828156215	0.17590611137990797
1210473.775374703	0.3857245110004953	0.17730999125051347
1237490.3069110587	0.38340407715624936	0.17874468985869982
1264924.2806946859	0.38105321247719004	0.18021083402980714
1292779.3180802837	0.3786719565463415	0.18170906322460362
1321059.0476403013	0.37626036321498635	0.18324002970498027
1349767.1051882207	0.37381850102259984	0.18480439868997722
1378907.1335690096	0.3713464536381772	0.18640284849090236
1408482.7828221023	0.36884432027072434	0.18803607065754604
1438497.7099951354	0.3663122161095694	0.18970477009518608
1468955.5792137978	0.3637502727422643	0.19140966518440475
1499860.0615188477	0.3611586385906082	0.193151487875607
1531214.8351687936	0.35853747930517627	0.19493098379618104
1563023.584987968	0.3558869782364319	0.19674891228885516
1595290.0031581519	0.3532073367807745	0.19860604651572888
1628017.788333818	0.3504987748610644	0.20050317344914054
1661210.6463871894	0.3477615312650139	0.20244109393674817
1694872.2896631805	0.34499586409952376	0.20442062265982594
1729006.4374916253	0.34220205113217755	0.20644258814200603
1763616.8161872772	0.3393803901653731	0.20850783270445988
1798707.1583047507	0.3365311994595784	0.2106172123500586
1834281.2035698441	0.3336548180072303	0.2127715967193655
1870342.6980879155	0.3307516059329935	0.21497186891345674
1906895.3948095439	0.3278219447764666	0.21721892535981407
1943943.0532976983	0.3248662378146925	0.21951367560142096
1981489.4394483415	0.321884910369592	0.22185704204524084
2019538.3261423556	0.3188784100215678	0.22424995972911327
2058093.49254705	0.31584720690924795	0.22669337596242872
2097158.7244421244	0.312791793924806	0.22918824998552728
2136737.813986838	0.3097126869290055	0.23173555254617567
2176834.55995284	0.30661042490372564	0.23433626545494565
2217452.7674913406	0.30348557011321164	0.23699138105694986
2258596.2483193725	0.30033870820355885	0.23970190167363378
2300268.8201144338	0.2971704483319125	0.24246883893214916
2342474.3074923754	0.2939814231423355	0.24529321313559982
2385216.5409363806	0.29077228886382855	0.24817605243056493
2428499.357588589	0.2875437252312778	0.2511183920277297
2472326.6006447375	0.2842964354748477	0.2541212732546996
2516702.1197266877	0.28103114619733577	0.2571857425967015
2561629.770696163	0.27774860725338624	0.2603128506177224
2607113.4155616164	0.274449591580053	0.26350365080205884
2653156.9222919643	0.2711348949910624	0.26675919829955413
2699764.1657479107	0.26780533584698546	0.27008054865689857
2746939.026378095	0.264461754841223	0.27346875629376194
2794685.390777886	0.2611050146049737	0.27692487300891255
2843007.1516893804	0.2577359993056928	0.2804499463424967
2891908.208094537	0.25435561419106784	0.28404501783665775
2941392.4651220436	0.25096478509720127	0.2877111211704407
2991463.8335816558	0.247564457932161	0.2914492801507593
3042126.2304298575	0.24415559804540599	0.2952605066530288
3093383.579049259	0.24073918956091742	0.29914579842698924
3145239.8080378766	0.23731623475870983	0.3031061366641
3197698.8526992495	0.2338877532253298	0.30714248364154645
3250764.6536454554	0.23045478114545417	0.3112557800165978
3304441.157728433	0.22701837038935374	0.3154469421665503
3358732.317946851	0.2235795876187939	0.31971685931735666
3413642.092701047	0.22013951338399773	0.3240663904854314
3469174.4462586935	0.21669924109453387	0.3284963613786766
3525333.349220454	0.21325987594476717	0.3330075611639893
3582122.7773092682	0.20982253389603714	0.3376007389659232
3639546.7127673323	0.2063883404538762	0.34227660044155805
3697609.1430522497	0.202958429566749	0.3470358040072743
3756314.0614889557	0.19953394236440783	0.3518789570957839
3815665.4674559827	0.1961160258864888	0.3568066122531894
3875667.3656404014	0.1927058318274938	0.36181926304039175
3936323.7667828794	0.1893045151607699	0.36691733994585835
3997638.687025755	0.18591323281059366	0.372101206077602
4059616.148099303	0.18253314224664358	0.3773711528286961
4122260.177880525	0.17916540003319237	0.3827273954891897
4185574.809275567	0.17581116044598352	0.38817006864021913
4249564.081057906	0.17247157396276808	0.39369922165231086
4314232.037961483	0.1691477857794804	0.39931481407304953
4379582.7293768525	0.16584093438430816	0.40501671086037255
4445620.211027563	0.16255214996932	0.4108046778593658
4512348.544038832	0.15928255297175903	0.4166783770566547
4579771.7947512865	0.15603325257410106	0.4226373619226662
4647894.035279751	0.1528053451710853	0.4286810728658516
4716719.34351325	0.14959991287224922	0.43480883270785226
4786251.801624894	0.1464180220832075	0.4410198421200745
4856495.498493314	0.1432607219207747	0.4473131755302856
4927454.528026283	0.1401290428386392	0.4536877768139839
4999132.9891607165	0.13702399519666092	0.4601424553134101
5071534.987166524	0.13394656780319433	0.46667588218422845
5144664.631783962	0.1308977266265526	0.4732865866985994
5218526.037782431	0.12787841343548584	0.47997295304020854
5293123.327195644	0.12488954441598947	0.48673321755981114
5368460.624665022	0.12193200911069803	0.4935654657483575
5444542.06302762	0.11900666899361712	0.5004676305144848
5521371.7779144645	0.11611435653250675	0.5074374898766693
5598953.911848366	0.11325587393376157	0.514472665961752
5677292.611822486	0.11043199219742193	0.5215706238908072
5756392.030417918	0.107643450098325	0.5287286714974573
5836256.325617432	0.10489095328096658	0.5359439594708135
5916889.65987414	0.1021751734448666	0.5432134820043258
5998296.201974153	0.09949674750373437	0.550534078297775
6080480.124801396	0.09685627695453677	0.5579024343162823
6163445.6073865285	0.0942543271765317	0.5653150855845688
6247196.832858025	0.0916914269382254	0.5727684202825768
6331737.990118562	0.08916806786121546	0.580258683360204
6417073.2736587515	0.08668470402220332	0.5877819811819053
6503206.882067024	0.08424175166846717	0.5953342867630146
6590143.020264803	0.08183958890353275	0.6029114460431965
6677885.896526276	0.07947855559961846	0.6105091844099283
6766439.72583115	0.07715895321203661	0.6181231144755234
6855808.727629482	0.07488104482648858	0.6257487440551632
6945997.12640047	0.07264505520599109	0.6333814850595397
7037009.151279925	0.07045117093881356	0.6410166629546683
7128849.036991595	0.06829954063012127	0.6486495269492166
7221521.022915839	0.06619027521302238	0.6562752606077467
7315029.354393481	0.06412344827937172	0.6638889931917563
7409378.279745578	0.062099096576428196	0.671485811146748
7504572.053998708	0.06011722042264017	0.6790607705807991
7600614.936649798	0.05817778432183657	0.6866089096444484
7697511.192038654	0.056280717581823736	0.6941252614512807
7795265.088975429	0.05442591500868936	0.7016048672012598
7893880.90185821	0.052613237630315814	0.7090427896105898
7993362.910300492	0.05084251350432761	0.7164341263445558
8093715.397641062	0.04911353859480571	0.7237740234171611
8194942.652806639	0.047426077636926425	0.7310576888096882
8297048.969194292	0.04577986509958814	0.7382804057584998
8400038.646906614	0.04417460613398917	0.7454375460952994
8503915.986791253	0.042609977688014444	0.752524582752291
8608685.299381614	0.04108562942298749	0.7595371029603036
8714350.895956159	0.03960118493475345	0.7664708198004733
8820917.094871402	0.03815624277116502	0.7733215843109584
8928388.218954206	0.03675037760606479	0.7800853964308433
9036768.595129251	0.03538314139737495	0.7867584154809132
9146062.555909157	0.034054064537830254	0.793336970078556
9256274.437904358	0.03276265705632216	0.7998175671328117
9367408.582568169	0.03150840979939871	0.8061969001956139
9479469.33619678	0.030290795628154208	0.8124718569402474
9592461.05067432	0.029109270609654115	0.8186395258187971
9706388.080120087	0.027963275249520258	0.8246972016082554
9821254.786103964	0.026852235631377296	0.8306423905106894
9937065.533548594	0.025775564646121525	0.8364728138204727
10053824.691474438	0.02473266315963437	0.8421864109260289
10171536.635234952	0.023722921157164272	0.8477813414409755
10290205.742791295	0.0227457189252652	0.8532559861183674
10409836.398810148	0.021800428148029898	0.8586089472269026
10530432.990938425	0.020886413049653742	0.8638390476652559
10651999.912783504	0.020003031460129852	0.8689453295163484
10774541.560187936	0.01914963590826792	0.8739270514728603
10898062.336817384	0.018325574621506368	0.8787836858532206
11022566.648200154	0.017530192580138073	0.8835149143836708
