Debt_poly_deriv	Low	High
297.0003667343235	0.49346414022604457	0.12197541656787853
386.78654562716014	0.4934559957312278	0.12197890622521819
493.94691709494504	0.493446275229782	0.1219830712658183
620.2380685635944	0.4934348193844731	0.12198798002651091
767.4546835403361	0.4934214654032212	0.12199370234544576
937.4277407346198	0.4934060472026297	0.12200030949618067
1132.0229070179266	0.4933883955539527	0.1220078741297638
1353.139093180289	0.4933683382143182	0.12201647022362114
1602.7071477083152	0.4933457000454557	0.12202617303630227
1882.6886685701536	0.4933203031217459	0.12203705906732631
2195.0749172106043	0.4932919668290278	0.12204920602152998
2541.8858211196493	0.49326050795540205	0.12206269277740557
2925.169054310572	0.4932257407749999	0.12207759935903048
3346.9991863057653	0.4931874771255748	0.12209400691124062
3809.4768917289907	0.4931455264806351	0.12211199767775556
4314.728214444585	0.49309969601667164	0.12213165498203724
4864.903879729354	0.49304979067607396	0.12215306321064444
5462.1786501684255	0.49299561322613233	0.12217630779893185
6108.7507213187555	0.4929369643144853	0.12220147521895551
6806.8411523654495	0.49287364252145466	0.12222865296941506
7558.693329792731	0.4928054444094502	0.12225792956757126
8366.572460272437	0.49273216456979535	0.12228939454300712
9232.765090928297	0.4926535956671482	0.12232313843317674
10159.578654247525	0.49256952848176977	0.12235925278065071
11149.34103602536	0.49247975194979676	0.12239783013201241
12204.40016404609	0.4923840532017334	0.12243896403832949
13327.123617091273	0.49228221759920904	0.1224827490572028
14519.898250819095	0.4921740287703249	0.12252928075627197
15785.129841515298	0.4920592686435081	0.1225786557182338
17125.24274498719	0.49193771748013515	0.12263097154728302
18542.679570145992	0.49180915390597435	0.12268632687697359
20039.900865594973	0.4916733549416144	0.12274482137945127
21619.384820041887	0.49153009603182035	0.12280655577610661
23283.626974080104	0.49137915107405133	0.1228716318495681
25035.13994179229	0.4912202924462986	0.12294015245699283
26876.453147087883	0.491053291033815	0.12301222154486312
28810.112562314313	0.4908779162558831	0.12308794416481943
30838.68046669522	0.49069393609104983	0.12316742649123419
32964.73520385916	0.490501117102729	0.12325077583973187
35190.87095082796	0.4902992244640716	0.12333810068715789
37519.69749937416	0.49008802198204326	0.12342951069305116
39953.84003792424	0.4898672721218069	0.12352511672217441
42495.93894419377	0.4896367360305124	0.12362503086852109
45148.6495850986	0.48939617356083226	0.12372936648068268
47914.64211994025	0.48914534329463827	0.12383823818843841
50796.601315232685	0.4888840025660865	0.12395176193091709
53797.226356255116	0.4886119074854988	0.12407005498576337
56919.230674975544	0.48832881296229125	0.12419323600010367
60165.341772517415	0.48803447272896394	0.1243214250224721
63538.301055814365	0.4877286393644091	0.12445474353649341
67040.86367390119	0.4874110643178956	0.12459331449576959
70675.79835638753	0.4870814979335389	0.12473726236009411
74445.88726721122	0.486739689474113	0.1248867131335337
78353.92584529473	0.48638538714682233	0.12504179440327853
82402.7226670296	0.48601833812791145	0.12520263538066775
86595.09930294007	0.48563828858867286	0.12536936694331866
90933.89017580192	0.4852449837222396	0.12554212167867318
95421.94242676486	0.4848381677706262	0.1257210339292454
100062.1157887508	0.4844175840521373	0.1259062398395701
104857.2824554867	0.4839829749902595	0.12609787740441294
109810.32694980966	0.48353408214376464	0.12629608651841343
114924.146021076	0.4830706462353858	0.12650100902838202
120201.6485040076	0.48259240718526353	0.12671278878557252
125645.75521246296	0.4820991041425694	0.12693157170089664
131259.3988273875	0.4815904755190716	0.1271575058014825
137045.52378330845	0.48106625902431843	0.12739074128877798
143007.08616501652	0.4805261917014636	0.1276314305986993
149147.05358678475	0.4799700099663127	0.1278797284627381
155468.40510796756	0.47939744964479836	0.12813579197223288
161974.13111513015	0.4788082460152941	0.1283997806430157
168667.23323473707	0.478202133850055	0.12867185648305335
175550.72423419915	0.47757884745969553	0.1289521840614105
182627.62791127895	0.47693812074080016	0.12924093057856026
189900.97902133127	0.4762796872222791	0.12953826594009288
197373.8231725292	0.4756032801168953	0.12984436283101258
205049.2167501943	0.4749086323725294	0.1301593967931489
212930.2268120227	0.47419547672855644	0.13048354630333597
221019.93100659453	0.4734635457726997	0.130816992854539
229321.41750352454	0.472712571999528	0.1311599210394937
237837.78489159883	0.4719422878746577	0.13151251863509228
246572.1421060152	0.4711524258992462	0.13187497669006876
255527.6083439821	0.4703427186785846	0.13224748961434077
264707.3130006902	0.4695128989920129	0.13263025527137168
274114.3955732696	0.4686626998690212	0.13302347507140994
283752.005599672	0.4677918546656135	0.13342735406842612
293623.3025742695	0.46690009714632347	0.13384210105835972
303731.455875095	0.4659871615688597	0.13426792868016546
314079.6447289176	0.4650527827691527	0.13470505352081077
324671.0580540821	0.46409669626139344	0.13515369621749923
335508.89450125396	0.4631186383242972	0.1356140815706711
346596.36229625903	0.46211834610947206	0.13608643865109246
357936.6792168002	0.46109555774208155	0.13657100091509425
369533.0725284293	0.46005001242971394	0.1370680063206125
381388.77890887664	0.458981450576975	0.13757769744527773
393507.0443665608	0.45788961390542593	0.13810032160682278
405891.1242173053	0.4567742455732486	0.13863613098860406
418544.282997027	0.4556350903058065	0.13918538276500492
431469.7943918872	0.45447189452990455	0.13974833923023602
444670.9412208292	0.4532844065087621	0.14032526793210076
458151.01534826675	0.4520723764888554	0.14091644180543003
471913.3175851311	0.4508355568535302	0.14152213930769572
485961.1577354371	0.44957370226941745	0.14214264456375614
500297.8544333018	0.448286569857718	0.14277824750413798
514926.73517204815	0.4469739193544079	0.14342924401452922
529851.1361703277	0.4456355132914067	0.14409593608081828
545074.4024245068	0.4442711171675063	0.14477863194517618
560599.8875107616	0.4428804996483564	0.14547764625371065
576430.9536782093	0.4414634327471123	0.14619330021988813
592570.9716859274	0.44001969203491675	0.14692592177919103
609023.3208844438	0.4385490568365115	0.14767584575752155
625791.3889829069	0.4370513104611022	0.14844341402801528
642878.5721655004	0.4355262404092443	0.14922897568637247
660288.2749517448	0.433973638609994	0.15003288721713284
678023.9101615734	0.4323933016561561	0.15085551266725744
696088.8989269733	0.43078503104295474	0.15169722382438822
714486.6705406456	0.4291486334288707	0.15255840038995383
733220.662549138	0.4274839208824344	0.153439430166
752294.320531655	0.42579071116476636	0.15434070922956272
771711.0982281155	0.4240688279889056	0.15526264212556687
791474.4573761708	0.4223181013128766	0.15620564204806653
811587.8677461295	0.4205383676230869	0.1571701310327263
832054.8070594667	0.418729470235963	0.158156540145538
852878.7608724086	0.41689125961054574	0.15916530967137127
874063.222715631	0.41502359364634434	0.16019688931632073
895611.6939429193	0.4131263380147544	0.1612517383972541
917527.6836147531	0.41119936649509803	0.16233032603390699
939814.7086147218	0.4092425612978597	0.16343313135315873
962476.2934399768	0.4072558134241676	0.16456064367778814
