Debt	Low	High
863451.0	0.5327244287726713	0.10611202354706337
868172.0	0.5325914676943388	0.10616269697904052
872893.0	0.5324585019867925	0.10621339173458089
877614.0	0.532325531668758	0.10626410781991102
887643.0	0.5320430425459772	0.10637191674334574
897672.0	0.5317605328810366	0.10647982201188151
907701.0	0.5314780028535734	0.1065878236851722
915204.0	0.5312666203372429	0.10666868609878095
922707.0	0.5310552265998569	0.1067496025283905
930210.0	0.5308438217166918	0.10683057299896005
941650.3333333334	0.5305214570595581	0.1069541382477212
953090.6666666666	0.5301990669314411	0.1070778292836804
964531.0	0.5298766515994034	0.10720164619524124
966745.3333333334	0.5298142436219365	0.10722562612065174
968959.6666666666	0.5297518347121875	0.10724961076575755
971174.0	0.5296894248720938	0.10727360013119923
980067.6666666666	0.5294387521423901	0.10736999878192584
988961.3333333334	0.5291880645616276	0.10746647363074698
997855.0	0.5289373622554028	0.1075630247191482
1008146.3333333334	0.5286472431085445	0.10767484431108752
1018437.6666666666	0.5283571046071592	0.10778676610783777
1028729.0	0.5280669469459975	0.10789879017361892
1039585.6666666666	0.5277608295151625	0.10801707897327847
1050442.3333333333	0.5274546912072832	0.10813548173324836
1061299.0	0.5271485322511852	0.10825399852884625
1067409.3333333333	0.5269762113181529	0.10832075215946642
1073519.6666666667	0.5268038839578107	0.10838754194981862
1079630.0	0.52663155021098	0.10845436791331911
1100431.6666666667	0.5260448198069972	0.10868213774156028
1121233.3333333333	0.5254580174710771	0.1089103274846185
1142035.0	0.5248711448153578	0.10913893767110287
1160381.3333333333	0.5243534868429959	0.10934091311225207
1178727.6666666667	0.5238357765332043	0.10954321637319708
1197074.0	0.5233180149934566	0.10974584781583618
1212880.3333333333	0.5228718958975187	0.10992068893559925
1228686.6666666667	0.522425740306106	0.11009577415539042
1244493.0	0.5219795489282267	0.11027110370621106
1269522.3333333333	0.5212729332865649	0.11054923843975595
1294551.6666666667	0.5205662325069835	0.11082798732159192
1319581.0	0.5198594494080676	0.11110735126678492
1338791.0	0.5193169396852071	0.11132218070154294
1358001.0	0.5187743844081355	0.1115373733941548
1377211.0	0.5182317848526691	0.11175292975722871
1388374.6666666667	0.5179164396332157	0.11187836505886889
1399538.3333333333	0.5176010801415318	0.11200392340003085
1410702.0	0.517285706628204	0.11212960486154201
1428381.6666666667	0.5167862280819561	0.11232889606199897
1446061.3333333333	0.5162867159931855	0.11252849657649543
1463741.0	0.5157871713578727	0.11272840672548115
1480059.6666666667	0.5153260541894698	0.11291320264825795
1496378.3333333333	0.514864910924959	0.11309826289286308
1512697.0	0.5144037423481312	0.11328358771072856
1532553.6666666667	0.5138425562232781	0.1135094494298979
1552410.3333333333	0.5132813351940275	0.1137357037055669
1572267.0	0.5127200806734737	0.11396235098960968
1602500.0	0.511865474912206	0.11430819120437434
1632733.0	0.5110107997785505	0.1146549451268819
1662966.0	0.510156060264392	0.11500261434642184
1678887.6666666667	0.5097059028550777	0.11518607657365337
1694809.3333333333	0.5092557297047168	0.11536979332225453
1710731.0	0.5088055415428883	0.11555376482356282
1732034.0	0.5082031729450908	0.11580031535787903
1753337.0	0.5076007805279058	0.11604732292050277
1774640.0	0.5069983660396474	0.11629478806397524
1790794.3333333333	0.5065415338999055	0.11648274939669752
1806948.6666666667	0.5060846908365176	0.11667097441362315
1823103.0	0.5056278376121275	0.11685946335498021
1864049.3333333333	0.5044698129566523	0.11733840955339682
1904995.6666666667	0.5033117403424504	0.11781905682757465
1945942.0	0.5021536321937469	0.1183014090711822
1959566.6666666667	0.5017682723555003	0.11846228783666497
1973191.3333333333	0.5013829104164771	0.11862335594754163
1986816.0	0.5009975468344944	0.11878461354658702
2010993.6666666667	0.5003136968552911	0.11907124031192386
2035171.3333333333	0.49962984570248087	0.11935846502694628
2059349.0	0.49894599593449684	0.11964628848680152
2081334.0	0.4983241676903347	0.1199085297330443
2103319.0	0.49770234463014523	0.12017126730114902
2125304.0	0.4970805286773879	0.12043450178640616
2155147.6666666665	0.4962364557968312	0.12079262714316072
2184991.3333333335	0.49539240436791304	0.12115167074218429
2214835.0	0.4945483792008578	0.1215116340651111
2225464.6666666665	0.49424776300096235	0.12164006760493544
2236094.3333333335	0.4939471509602016	0.12176861807803034
2246724.0	0.49364654329587004	0.12189728555107561
2267581.3333333335	0.49305671010595	0.12215009473998376
2288438.6666666665	0.4924668962438655	0.12240335515623656
2309296.0	0.4918771033507482	0.12265706730195554
2322956.3333333335	0.49149083565531415	0.12282347897011855
2336616.6666666665	0.4911045781192798	0.12299008476268045
2350277.0	0.4907183312035264	0.12315688482019492
2377423.0	0.4899508094247608	0.12348892931541178
2404569.0	0.48918333502120476	0.12382174262108357
2431715.0	0.4884159116077186	0.12415532583535777
2450327.0	0.4878897775927756	0.12438448458056454
2468939.0	0.48736367041072953	0.12461400611445578
2487551.0	0.486837591225829	0.12484389078916383
2507586.0	0.4862713227283821	0.1250917577896776
2527621.0	0.48570508947321517	0.12534004642779706
2547656.0	0.4851388929115498	0.12558875714080617
2565831.6666666665	0.4846252747622103	0.1258147519433236
2584007.3333333335	0.4841116890887896	0.1260410948000279
2602183.0	0.4835981369739733	0.1262677860359339
2629586.0	0.48282393307041827	0.12661022205310277
2656989.0	0.4820498116169222	0.12695345181329112
2684392.0	0.48127577632010765	0.12729747642417283
2703227.3333333335	0.4807437983986246	0.12753440175408376
2722062.6666666665	0.4802118641344352	0.12777170348684624
2740898.0	0.47967997472979834	0.12800938198006886
2760573.0	0.47912442325462135	0.12825805873821663
2780248.0	0.4785689234085288	0.1285071473928616
2799923.0	0.47801347656038096	0.12875664834956926
2819092.3333333335	0.4774723575143931	0.1290001338180785
2838261.6666666665	0.47693129134109935	0.1292440114259817
