Gold_deriv	Low	High
13.990000000000009	0.0	0.0035625196700013184
6.275000000000006	0.0	0.0007167196347288574
3.5900000000000034	0.0	0.00023459067187758809
10.215000000000003	0.0	0.0018993219350127433
9.25	0.0	0.0015574184218406506
-0.5999999999999943	0.013358473146978245	0.0
-5.460000000000008	0.11825159140796748	0.0
2.924999999999983	0.0	0.0001557304658624803
3.1500000000000057	0.0	0.00018061048111861489
-0.03499999999999659	0.0007817113458081781	0.0
7.680000000000007	0.0	0.0010736043982395582
18.894499999999994	0.0	0.0064981936512804594
13.525000000000006	0.0	0.0033296331710936933
-8.154499999999985	0.17386732667620108	0.0
-15.39500000000001	0.31434027031068823	0.0
7.566499999999991	0.0	0.0010421060440957142
14.085999999999984	0.0	0.003611579756402583
-2.3315000000000055	0.0514051553113517	0.0
1.7079999999999984	0.0	5.3100373352488184e-05
13.962500000000006	0.0	0.003548527818348912
9.576000000000022	0.0	0.001669129822306048
5.482500000000016	0.0	0.000547115630958217
14.01649999999998	0.0	0.003576028774273876
11.938999999999993	0.0	0.002594524322330649
-1.0374999999999943	0.023042398289512933	0.0
-3.560500000000019	0.07795635504625342	0.0
-0.8089999999999975	0.017990580509306464	0.0
-11.443999999999988	0.23930836725057403	0.0
-5.4435	0.1179054431326102	0.0
7.156000000000006	0.0	0.0009320999951871745
4.0685	0.0	0.00030129399960510117
3.5919999999999845	0.0	0.0002348521270502113
9.977000000000004	0.0	0.001811848106172187
17.05000000000001	0.0	0.005291400190213236
10.807500000000005	0.0	0.0021260444016083513
-7.672500000000014	0.16405166661143933	0.0
-9.364499999999992	0.19825288058152046	0.0
4.910000000000025	0.0	0.0004388183965589043
2.9414999999999907	0.0	0.00015749238049023173
-5.988500000000016	0.12930289135608564	0.0
0.7119999999999891	0.0	9.227452732685215e-06
1.3029999999999973	0.0	3.090371381586632e-05
3.6365000000000123	0.0	0.00024070716936752667
15.784500000000008	0.0	0.004535064840964775
15.984000000000009	0.0	0.004650426488921333
10.308999999999997	0.0	0.001934438473623068
20.099499999999978	0.0	0.007353470420884078
36.59900000000002	0.0	0.024381492122012904
22.449000000000012	0.0	0.009173093956160616
3.614499999999964	0.0	0.00023780353165836488
27.829000000000008	0.0	0.014096686566983818
59.150000000000034	0.0	0.06368414754604179
-7.254000000000019	0.15548213247939136	0.0
-20.841499999999996	0.41138710998030914	0.0
18.22399999999999	0.0	0.0060451802583703085
-17.762	0.3574253347144227	0.0
-23.406499999999994	0.45452709602956753	0.0
14.820499999999981	0.0	0.003998043852428634
22.00550000000004	0.0	0.008814228879951425
1.6695000000000277	0.0	5.073348414619261e-05
17.476999999999975	0.0	0.005559754492136637
11.864499999999964	0.0	0.002562245406910746
7.311500000000024	0.0	0.0009730492239181654
6.207499999999982	0.0	0.0007013831018678474
-11.854000000000042	0.24727564179423223	0.0
-0.964999999999975	0.02144093494606547	0.0
4.875499999999988	0.0	0.0004326733672544991
23.636500000000012	0.0	0.010169232544118945
44.59650000000005	0.0	0.036201235600123005
46.797500000000014	0.0	0.039862740079769865
24.299499999999966	0.0	0.010747724283820093
41.67349999999999	0.0	0.031611259170750916
59.547500000000014	0.0	0.06454296437663631
39.41949999999997	0.0	0.028284210754522365
-6.2964999999999804	0.13571124127788237	0.0
-39.88549999999998	0.6925304391686592	0.0
-10.108499999999992	0.21306560382004192	0.0
25.55450000000002	0.0	0.011886571795207246
-25.23150000000004	0.48422171251770796	0.0
-54.920000000000016	0.8505623143515668	0.0
-16.202499999999986	0.3291958093269092	0.0
-34.53449999999998	0.622675671984819	0.0
4.73599999999999	0.0	0.00040826789477499403
48.9135	0.0	0.04354911378081894
63.45400000000001	0.0	0.07328917795230083
32.791499999999985	0.0	0.019572414678912464
-26.399999999999977	0.5027980128466197	0.0
2.1859999999999786	0.0	8.698055153755213e-05
27.734999999999957	0.0	0.014001616631720504
2.791499999999985	0.0	0.00014183947212653703
1.8525000000000205	0.0	6.24652201959286e-05
31.181500000000028	0.0	0.017697660046828934
46.89200000000005	0.0	0.04002389537187245
65.22250000000003	0.0	0.07743133103957944
45.782499999999914	0.0	0.03815231104302563
-4.536500000000046	0.09877327866667951	0.0
-19.65549999999996	0.39088511548391813	0.0
-2.312999999999988	0.05100260381509569	0.0
26.637500000000045	0.0	0.012915426950226627
46.04849999999999	0.0	0.03859693493119576
42.115999999999985	0.0	0.03228613630797972
-6.234000000000037	0.134412759843078	0.0
-8.555000000000064	0.18197919044861532	0.0
39.0055000000001	0.0	0.027693225411067224
63.10699999999997	0.0	0.07248980175114206
49.45449999999994	0.0	0.04451777730991058
24.264500000000112	0.0	0.010716785421721275
-4.712999999999965	0.10251243685079992	0.0
-7.936500000000024	0.1694350588048089	0.0
31.399999999999977	0.0	0.01794655681166346
53.10500000000002	0.0	0.051332529841033536
44.65999999999997	0.0	0.03630440132170576
24.2349999999999	0.0	0.010690743014882487
30.085000000000036	0.0	0.01647486534353282
114.82500000000005	0.0	0.23999088658351508
99.69500000000005	0.0	0.18091250925957525
-46.289999999999964	0.7667453966229645	0.0
-16.57000000000005	0.3359028174790939	0.0
-13.230000000000018	0.2737079964924928	0.0
-42.47500000000002	0.7237698799084387	0.0
52.424999999999955	0.0	0.05002633882372265
10.950000000000045	0.0	0.0021824790337442446
-47.809999999999945	0.7828563307817447	0.0
-43.45500000000004	0.7351560758530618	0.0
-25.220000000000027	0.48403719760443	0.0
2.625	0.0	0.0001254239452213035
15.774999999999977	0.0	0.00452960756945564
75.25999999999999	0.0	0.1030980069865941
58.13499999999999	0.0	0.06151729002201356
-11.584999999999923	0.24205306432446227	0.0
-30.908999999999992	0.5712863444365384	0.0
-24.896086956520094	0.47882653144781995	0.0
-28.596000000000004	0.5367872940614818	0.0
-39.380817805384936	0.6862471905610672	0.0
-69.85636363636502	0.9517142572649911	0.0
-89.52961697722503	1.0	0.0
-72.253636363635	0.9627649481418669	0.0
-64.255652173915	0.9203082617779408	0.0
4.19590909091005	0.0	0.0003204601135450291
31.542173913044962	0.0	0.0181094427136832
-17.58090909091004	0.3541784318318393	0.0
-36.370000000000005	0.6474422764987631	0.0
-47.53404761904994	0.7799742580211991	0.0
-15.794999999999959	0.3217193867145638	0.0
39.03404761904994	0.0	0.027733776869467874
45.90499999999997	0.0	0.038356752073736455
-0.5649999999999409	0.012581695958971184	0.0
-23.66999999999996	0.45886584263436336	0.0
-9.675000000000068	0.2044515959580192	0.0
10.924999999999955	0.0	0.0021725247523775026
8.0150000000001	0.0	0.0011693079309065268
-37.01999999999998	0.6560112433474388	0.0
-36.32000000000005	0.6467787586913822	0.0
-30.610000000000014	0.5669018019163883	0.0
-10.93500000000006	0.22935892946539094	0.0
37.710000000000036	0.0	0.02588420953115833
13.230000000000018	0.0	0.0031859688869327885
-36.059999999999945	0.6433184106411929	0.0
